"weightid","weight","activation.type","dataset","n","response.levels","n.levels","n.predictors","cluster","dataset.cluster","layer"
"h2_w75",-0.0172217953950167,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w76",0.299971848726273,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w77",-0.432891815900803,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w78",0.041350070387125,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w79",0.429884850978851,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w80",-0.737146973609924,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w81",-0.177437007427216,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w82",-0.678057968616486,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w83",-0.108387432992458,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w84",-0.210244610905647,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w85",0.288956165313721,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w86",-0.118921503424644,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w87",-0.0628028512001038,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w88",-1.1926566362381,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w89",-0.141043961048126,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w90",0.180384337902069,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w91",0.488836407661438,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w92",0.134897068142891,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w93",-0.0392048880457878,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w94",0.315551906824112,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w95",0.0536663644015789,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w96",0.169090881943703,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w97",0.464297533035278,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w98",-0.0240134652704,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h2_w99",-0.215104684233665,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden2"
"h3_w00",-0.231118068099022,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w01",0.155871376395226,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w02",-0.674820363521576,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w03",0.111901693046093,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w04",0.551600217819214,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w05",0.366888046264648,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w06",0.542495727539062,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w07",0.067663237452507,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w08",0.00286071468144655,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w09",0.203272134065628,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w10",0.600827038288116,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w11",0.172107934951782,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w12",0.212379992008209,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w13",0.279917329549789,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w14",0.439180612564087,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w15",0.179653838276863,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w16",-0.471895307302475,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w17",-0.624483048915863,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w18",0.00481587834656239,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w19",0.106242164969444,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w20",0.000355309224687517,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w21",0.357669204473495,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w22",0.0368501581251621,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w23",0.113613151013851,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w24",0.240463465452194,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w25",-0.600876033306122,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w26",0.377351760864258,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w27",0.491409659385681,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w28",-0.624362409114838,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w29",0.463857978582382,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w30",-0.393625646829605,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w31",-0.640208959579468,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w32",-0.285289317369461,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w33",-1.01298773288727,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w34",0.0987430065870285,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w35",-0.629478216171265,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w36",-0.046069897711277,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w37",-0.00527819851413369,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w38",0.101518146693707,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w39",0.0217076428234577,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w40",0.348444193601608,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w41",-0.120602503418922,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w42",0.387504011392593,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w43",-0.378862291574478,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w44",-0.598133563995361,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w45",-0.0399878956377506,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w46",-0.247826188802719,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w47",0.437631666660309,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w48",0.226763516664505,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w49",0.0599672310054302,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w50",-0.359098583459854,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w51",-0.641038775444031,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w52",-0.487532466650009,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w53",-0.672144770622253,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
